gene	average_utr_length	type
DEFA1B	120.0	other
PCDHB12	1071.6666666666667	other
SNED1	1479.8333333333333	other
RTP3	49.0	other
BBIP1	402.125	other
SLC16A10	2510.75	other
ETDB	126.0	other
TOMM40L	1560.3333333333333	other
SCGB2B2	112.0	other
CARMIL1	334.4	other
PLPPR2	1160.5	other
IQSEC2	1077.7333333333333	other
ITIH1	119.55555555555556	other
OR52A1	8211.0	other
OR4F15	1071.0	other
PGR	1087.1	tr
ACP4	65.0	other
OR2I1P	3554.0	other
C1orf21	9463.0	other
UCP3	752.0	other
NDUFS2	325.5	other
WDR7	1720.2222222222222	other
ZNF772	1194.5	other
GPR42	315.5	other
LMO1	249.33333333333334	other
ZNF345	905.6666666666666	other
THSD7A	5396.0	other
SCLY	265.1	other
TMC5	390.5	other
CAVIN3	117.0	other
ZNF362	1672.0	other
CHGA	269.8	other
CPNE5	1489.0	other
RAB40A	482.0	other
CLN8	1727.4	other
ZNF292	721.6	other
KIR2DS4	418.7647058823529	other
ERP44	3432.0	other
KLHDC9	147.66666666666666	other
COL8A2	1573.3333333333333	other
CRISPLD2	688.3333333333334	other
DND1	498.0	other
NUCB2	191.55555555555554	other
DLG5	288.9672131147541	other
TMEM179B	271.3333333333333	other
SPOUT1	1873.0	other
DTL	2065.0	other
SPACA7	139.0	other
SPCS1	1099.0	other
TPST1	288.0	other
GIMAP2	224.5	other
MAP3K10	223.5	other
SRRM1	404.7142857142857	other
FANCC	2090.0	other
SERINC4	300.04761904761904	other
KRTAP22-2	131.0	other
LIPH	653.1666666666666	other
KRTAP19-3	247.0	other
CELSR3	1735.0	other
RPL19	72.25	other
EXTL2	1718.3333333333333	other
PIGM	5514.0	other
AATF	152.66666666666666	other
LCAT	147.1818181818182	other
KCNJ10	1666.5833333333333	other
RNF212B	396.0	other
PLA2G15	436.6666666666667	other
KCNJ3	3328.0	other
KCNJ9	2745.0	other
CALCRL	2121.3333333333335	other
ZNF429	431.25	other
DHRS7	243.66666666666666	other
PRPH	285.0	other
APOC4-APOC2	304.2	other
IGSF8	143.16666666666666	other
SLC30A7	1769.5	other
ECI2	148.1904761904762	other
APOC4	155.5	other
MLKL	338.4	other
AK2	469.88235294117646	other
ZNF770	3017.0	other
AC010615.4	63.333333333333336	other
APOC2	248.0	other
SLC12A4	350.75	other
XPR1	4121.5	other
TMEM88	251.5	other
PRPF4	1179.5	other
MAGEA11	480.0	other
SMC3	333.0	tr
NPY4R2	408.0	other
WNT11	739.0	other
TBPL1	1296.3333333333333	other
VPS39	845.0	other
PHF20	966.3333333333334	other
TTC9C	303.1666666666667	other
CEP162	458.3333333333333	other
TUBB	1028.125	other
ATP1A2	1586.0	other
RAB25	226.0	other
TCP11L2	748.0	other
RIT1	654.6	other
HLA-DPA1	592.6666666666666	other
MAP3K6	183.25	other
TAPBP	1185.9	other
PPP1R27	618.0	other
MSI1	897.5	other
SIRT4	212.0	other
HLA-DMA	251.75	other
DNAAF4	188.57142857142858	other
HCFC2	646.2857142857143	other
RPLP0	123.78947368421052	other
COPG2	645.5	other
MREG	685.6666666666666	other
DHX8	371.5	other
HGF	1378.3333333333333	other
XRCC3	935.8571428571429	other
C12orf42	267.25	other
MROH7-TTC4	150.0	other
P2RY13	1678.0	other
UBE2Q1	1860.0	other
ATP8B2	1179.5	other
CDC16	104.16666666666667	other
SSBP3	576.3333333333334	other
GLMN	101.33333333333333	other
FAM131A	919.2857142857143	other
CARTPT	432.0	other
CLIC1	259.6	other
FRS2	3222.3333333333335	other
KIF1B	2825.375	other
GPR78	189.91666666666666	other
CASTOR3	532.4117647058823	other
GRAMD4	2500.6666666666665	other
CDKN2C	337.0	other
NR4A1	484.1666666666667	tr
ANXA1	285.0	other
C4orf22	584.0	other
FGF5	1698.2	other
LCE1B	305.0	other
CHRNA3	331.0	other
DNM1L	280.0	other
RASSF3	906.75	other
KLHDC10	4973.0	other
CST4	253.0	other
ACAD10	605.0	other
TMPO	1186.8	other
AC091167.7	247.44444444444446	other
POLR2J2	1559.0	other
TRIM26	1420.0	other
TRMU	145.44642857142858	other
MICA	251.0	other
EOGT	678.7272727272727	other
TNFAIP8L2	496.0	other
VGLL3	1619.7142857142858	other
CISD3	1565.0	other
TMEM125	619.0	other
TRIM42	175.0	other
PIK3CA	2249.0	other
TMEM37	618.5	other
PHF23	414.8333333333333	other
PDE1B	187.15	other
DNAJB7	1515.0	other
PROCR	294.6666666666667	other
CCDC85C	3753.0	other
CCNK	1008.5	other
DPP6	869.4	other
FN1	826.6666666666666	other
GADL1	2622.5	other
MCCC1	120.28070175438596	other
CHST4	832.5	other
PLA2G3	913.0	other
METAP2	627.4285714285714	other
EMC3	824.0	other
TNFRSF11B	364.25	other
ZNF19	698.25	other
ATP10D	446.2857142857143	other
BRCA1	296.4375	tr
AGR3	90.5	other
RRP1	234.0	other
GBP4	4105.0	other
MUC20	250.38888888888889	other
SMPDL3B	261.44444444444446	other
ARFIP1	1029.6	other
COPS3	136.74358974358975	other
RITA1	472.5	other
ANXA5	208.33333333333334	other
TIGD4	111.0	other
HTR2B	286.0	other
PIK3R5	670.8823529411765	other
FANCD2OS	160.75	other
PTPA	842.7368421052631	other
PUM1	344.37931034482756	other
NBR1	587.75	other
EPS8L1	304.57142857142856	other
LAMTOR5	269.0	other
LRRC41	473.0	other
DXO	72.30434782608695	other
TTLL11	366.46666666666664	other
ROBO2	635.9565217391304	other
PPM1K	1925.75	other
GUCA2A	214.0	other
HESX1	316.5	other
HIVEP3	4085.0	other
AGBL1	4535.5	other
OR2H2	328.0	other
CHML	1902.3333333333333	other
UNC93B1	209.0	other
ZC3HAV1L	837.0	other
LURAP1	1040.0	other
ST6GALNAC3	5794.0	other
MS4A8	207.5	other
PLXNA2	5000.0	other
CD34	3175.6666666666665	other
LAPTM5	1358.0	other
LILRB1	413.21875	other
RBAK	2770.5	other
RBAK-RBAKDN	110.66666666666667	other
PKN2	869.5	other
FH	224.0	other
TEP1	210.0483870967742	other
LST1	271.85915492957747	other
SLC25A33	2677.0	other
POMGNT1	189.86666666666667	other
RAN	589.7777777777778	other
ACAP2	981.8333333333334	other
KIR2DL1	311.6666666666667	other
ANAPC13	788.75	other
MMP27	278.0	other
COMMD8	848.0	other
AC136352.2	162.33333333333334	other
VARS2	243.61111111111111	other
KPNA4	7108.0	other
PGM1	559.6666666666666	other
LMNA	255.76923076923077	other
EFCAB7	176.0	other
ITGB3BP	151.42857142857142	other
MEX3A	4560.0	other
FRG2	1196.0	other
MGMT	1009.0	other
GLT8D2	293.0	other
MUC1	148.48936170212767	other
NT5DC1	1487.75	other
SKA1	743.0	other
LEKR1	306.5	other
C4orf46	3000.5	other
CLEC4D	1094.0	other
DVL3	535.6666666666666	other
SNAPIN	528.0	other
DGCR6L	334.0	other
SELENOT	424.625	other
BTNL2	155.0344827586207	other
S100A4	143.0	other
TMEM144	807.25	other
LELP1	115.0	other
KPRP	723.0	other
LCE4A	86.5	other
LCE3C	69.0	other
S100A11	155.0	other
TCF20	395.0	other
EIF4G1	226.96	other
MYH9	717.5	other
WDR3	878.1111111111111	other
CGGBP1	1773.0	other
HMGN2	822.0	other
SYCP1	348.5	other
SELENBP1	155.66666666666666	other
TMEM45A	419.0	other
SIKE1	3143.0	other
NCCRP1	1127.0	other
TUBD1	275.375	other
CIART	138.0	other
CA14	153.88888888888889	other
SLC19A1	1021.6	other
TTI2	287.75	other
VMP1	187.5	other
PTRH2	129.33333333333334	other
KLHL6	2671.0	other
WNT7B	1006.25	other
HAL	232.9375	other
ZNF706	243.13636363636363	other
PLIN1	967.3333333333334	other
GPX7	625.0	other
SH3RF1	751.25	other
STX8	106.66666666666667	other
TNRC18	1175.3333333333333	other
QSER1	1323.0	other
ROBO1	728.3	other
NCOR2	622.4444444444445	tr
ZNF644	1030.0	tr
VPS29	436.57142857142856	other
APOL3	352.27777777777777	other
SLC29A4	2056.6666666666665	other
ARHGAP24	1145.25	other
AGTR1	603.625	other
LSM8	1575.6666666666667	other
ZFAND5	1908.5	other
PDCD1	491.0	other
ZNF440	2236.0	other
METTL25	228.5	other
GPBP1	750.6	other
SLC8B1	419.57142857142856	other
PRKG1	2429.125	other
RNF175	347.3636363636364	other
PLXNB2	373.42857142857144	other
ZNF326	1150.6	other
MMP24OS	548.25	other
TRIM49C	474.0	other
GBX2	638.0	other
BPGM	779.3333333333334	other
RASGRP3	1200.2	other
NTN1	2134.0	other
PDLIM7	168.28571428571428	other
EIF6	187.45454545454547	other
EMP3	108.83333333333333	other
DRAM2	297.14285714285717	other
PANK2	634.2222222222222	other
NR3C2	1385.0	other
ZCCHC11	258.5625	other
B3GNT5	1350.0	other
DICER1	1936.7142857142858	other
DCUN1D2	672.7777777777778	other
PODXL2	328.0	other
RNF24	3131.75	other
CEP70	250.85714285714286	other
TRIM64	1338.0	other
LRRC8C	1576.3333333333333	other
CEPT1	443.8333333333333	other
PLSCR5	94.83333333333333	other
TLR2	294.75	other
AC093423.3	153.0	other
ARMT1	490.8	other
SEC22A	602.2	other
EPHA8	1046.5	other
HIST2H2BF	1039.5	other
PKMYT1	170.5	other
ZMYND12	192.0	other
GBP5	121.0	other
ULK1	1805.0	other
FCGR1A	1000.0	other
AHR	1964.75	tr
CLSTN1	1479.6666666666667	other
PDE1C	1932.4	other
ADGRG1	496.80555555555554	other
AC079341.3	485.42857142857144	other
TMEM155	1216.3333333333333	other
GTF2H5	7186.0	other
HIST2H3C	1208.0	other
HIST2H4A	337.42857142857144	other
DNAH10OS	2072.5	other
BPIFB6	99.21428571428571	other
AC068790.8	111.0	other
HIST2H2AA3	117.0	other
AC019117.3	563.5	other
GBP6	991.0	other
RFLNA	1146.75	other
STT3B	1557.0	other
CXCL11	606.0	other
HIST2H2AA4	117.0	other
CENPM	268.2857142857143	other
CBR4	400.3076923076923	other
ACR	94.0	other
HIST2H3A	1208.0	other
PHTF1	383.1666666666667	other
CCDC92	898.6666666666666	other
HIST2H4B	478.4	other
GPN3	527.0	other
MTHFSD	295.1578947368421	other
C10orf105	4229.0	other
HIST2H2BE	1800.0	other
NELFE	117.77777777777777	other
BOLA1	136.33333333333334	other
HERC6	215.27777777777777	other
SSB	193.5	other
KNCN	325.0	other
HDAC8	328.47058823529414	tr
SV2A	1049.0	other
NTN4	884.3333333333334	other
C4B_2	140.0	other
WNT4	1486.0	other
LIN52	1265.0	other
FAM216A	281.6666666666667	other
METTL5	109.75	other
TMEM131L	111.83333333333333	other
WWP2	1154.0	other
ZNF664	2496.25	other
LAMP3	1011.0	other
VSX2	1818.0	other
PPP2R3A	573.3333333333334	other
GJE1	228.0	other
ISL2	473.3333333333333	other
SF3B4	224.0	other
ZBTB40	4759.0	other
LIMK2	981.0	other
GRHPR	246.75	other
CFLAR	1232.5333333333333	other
TFEC	3648.2	other
PDIA5	136.5	other
ORC1	350.0	other
ECT2	915.7142857142857	other
MTMR11	345.0	other
ARIH1	2554.125	other
EYA3	2672.4	other
TANK	221.0	other
FBXO21	1798.6	other
HDAC2	2193.25	tr
IFNL1	156.0	other
CCDC71	269.0	other
AP5M1	1350.5	other
HLA-DRB4	313.0	other
FAM72B	564.4	other
LY6G6C	447.0	other
S100A14	628.25	other
SPRR2A	403.0	other
LCE2B	224.0	other
NOTCH4	593.0	other
RORC	313.46153846153845	other
PBX2	1642.142857142857	tr
SPATA7	119.78947368421052	other
GRIA2	519.2307692307693	other
HAO2	287.6666666666667	other
MNX1	251.85714285714286	other
NDC1	2509.0	other
RSPH6A	178.33333333333334	other
CD58	210.0	other
DMRTB1	825.0	other
EIF5	2578.0	other
UBE2H	889.4	other
PFDN6	359.6	other
PARP12	267.7857142857143	other
CP	410.5	other
LRIG1	1465.0	other
MSH3	597.0	other
PRR34	2348.0	other
ZNF439	916.5	other
LAMA4	277.3076923076923	other
RFPL4B	795.0	other
GOLGA6B	51.0	other
PQLC1	446.3	other
RAD9B	571.1538461538462	other
AL121753.1	97.0	other
PM20D2	3301.0	other
SMIM9	406.0	other
PRDX1	283.3333333333333	other
CTIF	3001.5	other
PAXIP1	214.55	other
MAP2K5	253.25	other
BPIFB2	325.0	other
MOB3C	1934.3333333333333	other
KCNA3	616.0	other
VSIR	3693.0	other
ZNF491	825.0	other
MAPK11	335.7	other
FOXJ3	2731.714285714286	other
ZNF441	1189.75	other
ATP6V0A1	495.6666666666667	other
ATP6V1E2	173.0	other
GRB2	1465.5	other
TMEM154	5166.5	other
NOB1	140.83333333333334	other
SHISA8	210.0	other
LRRC59	791.75	other
FAM151B	292.3333333333333	other
KL	1958.0	other
SERTAD4	3917.0	other
MDFIC	1053.0	other
IRF6	943.2857142857143	other
TXNDC12	235.75	other
RBMXL1	3195.5	other
FRG2C	1178.0	other
DIAPH1	606.9130434782609	other
MMP8	230.27272727272728	other
SLC37A4	557.0	other
GABBR1	500.2705882352941	other
KMO	1792.75	other
KIR3DL1	484.8059701492537	other
TEX22	448.2	other
DAB2IP	1787.25	other
PRRT3	269.0	other
AL672043.1	99.0	other
PIK3R3	2651.0	other
IL22	554.5	other
SAP30L	1876.3333333333333	other
MTRNR2L11	527.0	other
TANC2	2615.5	other
UBL3	2883.0	other
POFUT2	926.9166666666666	other
RYR2	1340.0	other
PGK2	282.0	other
GSTM5	1847.0	other
TTBK2	2159.5	other
TADA2A	235.0952380952381	other
NOC3L	950.0	other
KCNQ4	1540.3333333333333	other
PPIAL4G	2933.0	other
RYK	460.0	other
RIMBP2	439.3333333333333	other
RPH3A	635.7777777777778	other
SBNO1	4532.666666666667	other
MATN1	2304.0	other
ZNF219	464.3333333333333	other
SMAD1	102.33333333333333	tr
VOPP1	1055.2222222222222	other
GLYATL1	229.63636363636363	other
NCBP2-AS2	523.0	other
NOL3	449.2	other
PIGZ	940.3333333333334	other
PPARG	206.15	tr
PARP9	1189.2	other
H6PD	4747.5	other
TIFA	1710.5	other
C4orf51	233.0	other
GREM2	3395.0	other
PRR11	397.125	other
CSF1	435.14285714285717	other
CALB2	428.0	other
UROC1	776.0	other
AC008397.1	90.0	other
DTX3L	3455.0	other
TEX13C	2112.0	other
GABRA4	617.2857142857143	other
LAMP5	402.5	other
CFAP100	103.0	other
SOX2	1121.0	tr
SLC7A1	5069.0	other
FAM19A2	1503.3333333333333	other
HLA-G	183.22115384615384	other
ATP13A3	2901.5714285714284	other
GSTA1	193.0	other
MPV17L2	686.0	other
KIAA2013	399.0	other
MOV10	224.25	other
CCDC103	926.3333333333334	other
RD3L	379.0	other
EXT1	573.9090909090909	other
DBR1	322.5	other
OR4E1	2047.0	other
OR10G3	1282.0	other
LRRC15	2710.0	other
NPPB	190.0	other
UROS	721.7142857142857	other
PIGX	306.92857142857144	other
CEP19	881.0	other
GPR4	1013.0	other
BIN2	253.28571428571428	other
OR7D4	2430.6666666666665	other
SHKBP1	130.25925925925927	other
MRPL1	192.5	other
CCDC39	239.5	other
HSPG2	576.0	other
TRIM61	168.5	other
C8B	191.66666666666666	other
AAGAB	993.3333333333334	other
PRRT2	835.4666666666667	other
NEU1	458.11538461538464	other
TCHP	661.6	other
SLC41A3	226.66666666666666	other
FAM72C	785.0	other
CD7	456.6666666666667	other
STX16	858.16	other
NUCKS1	5460.0	other
CCNG2	1264.25	other
KCNK1	981.0	other
ZNF558	3342.0	other
ERP29	788.3333333333334	other
NHSL2	6634.0	other
GRIP1	584.8571428571429	other
ZNF311	202.57142857142858	other
FAM166A	114.0	other
COL26A1	1493.0	other
SMAD2	10559.2	tr
WRN	666.0	other
SULF2	1005.75	other
SIPA1L2	911.6666666666666	other
RNF208	179.0	other
TIMP4	463.0	other
C8orf34	541.5714285714286	other
HMGXB3	406.14285714285717	other
NSMCE4A	141.66666666666666	other
AKR1A1	209.5	other
NOX4	417.1764705882353	other
ICE2	597.4347826086956	tr
ZNF583	1828.5	other
ACTL9	53.0	other
LSM2	360.0	other
BRMS1L	236.0625	other
NDUFB3	132.0	other
NDUFB9	242.75	other
GPAT3	1106.0	other
ZFP30	2177.3333333333335	other
LRIT3	1525.0	other
HSPA1A	263.0	other
TYW3	1802.0	other
GAR1	306.5	other
ADAMTS8	632.0	other
PPP1R14C	1536.0	other
AC126283.2	460.0	other
PDXDC1	581.5	other
LRRC18	753.0	other
GABRR3	9.0	other
WBP11	880.0	other
EGLN1	2659.0	other
PPM1N	220.6	other
AC104151.1	79.5	other
IQCB1	293.14285714285717	other
NCAPG2	243.1818181818182	other
ZNF587B	1895.0	other
RUNDC1	1070.0	other
INTS4	200.76666666666668	other
LRP2	873.0	other
PRX	2492.5	other
ADAMTS10	154.2093023255814	other
TEX49	119.2	other
FOXP1	1248.6875	tr
BRINP1	355.0	other
TRIP6	175.84615384615384	other
GSTP1	99.0	other
HDDC2	189.75	other
HSP90AA1	346.0	other
BX248516.1	155.0	other
B9D1	196.05882352941177	other
UPP2	1169.0	other
TPRX1	452.0	other
GOLGB1	498.58620689655174	other
ULBP2	266.5	other
CTH	413.6666666666667	other
LRRIQ4	143.0	other
MPP7	1362.5714285714287	other
ADORA1	1265.6	other
GRIFIN	25.0	other
LDLRAP1	1893.0	other
RBKS	221.08333333333334	other
VWA7	3.0	other
MUL1	1241.0	other
CAMK2N1	1257.0	other
MATN4	319.3333333333333	other
NSRP1	205.39285714285714	other
LYPD8	420.6666666666667	other
JMJD4	1181.0	other
EDRF1	169.75510204081633	other
ZNF678	4508.0	other
TRIM58	1715.0	other
CTAG1B	288.5	other
CLEC5A	815.6666666666666	other
AC023491.2	689.0	other
SCG5	360.6363636363636	other
NCR1	190.13333333333333	other
AC012314.8	70.0	other
AC012314.11	70.0	other
RAVER2	1598.5	other
JAK1	1332.0	other
PAQR6	614.5555555555555	other
ARL14	526.0	other
FOXD3	630.0	other
KHDC4	1927.0	other
ATG4C	945.6666666666666	other
TRIM59	2947.5	other
TRIML1	249.0	other
IQCJ	739.0	other
M6PR	614.8888888888889	other
MTNR1A	33.0	other
SNAP29	3381.0	other
SERPIND1	409.0	other
HCN3	1384.0	other
NCR3	118.23913043478261	other
CCDC13	710.0	other
PIM3	952.0	other
LTB	203.55555555555554	other
RAB3IP	614.1724137931035	other
CNN3	791.3333333333334	other
AL451062.3	153.42857142857142	other
CHAMP1	1043.5	other
KDF1	365.5	other
HAVCR2	641.0	other
BRD1	662.875	tr
AL691442.1	263.0	other
SEC16A	1654.0	other
TMEM169	1710.0	other
USP1	821.0	other
KLC1	605.6285714285714	other
SHOX2	840.8	other
PAH	1113.6666666666667	other
INPP5E	1055.0	other
PTPRE	625.0	other
NUP37	300.42857142857144	other
TRIM10	1883.25	other
LINC00854	109.29411764705883	other
ACTR10	150.62857142857143	other
HINFP	858.0	tr
CCDC36	644.25	other
CCT2	167.5	other
CPA5	134.16666666666666	other
PILRB	251.66666666666666	other
CYB5RL	746.0555555555555	other
MRPL37	104.5	other
SLC39A11	413.2608695652174	other
HPGD	621.3125	other
NUP210L	144.33333333333334	other
SCARF2	559.0	other
AC007731.5	111.0	other
GK5	560.6923076923077	other
HMCES	719.5	other
HSPA4L	2706.0	other
DCN	1198.1	other
TBC1D30	5243.0	other
NBPF26	143.33333333333334	other
RTN4R	294.3333333333333	other
LY6G6F	3.0	other
S100A2	156.0	other
LY6G6E	141.63636363636363	other
NPLOC4	421.40909090909093	other
FAT4	1163.0	other
TSPAN10	511.3333333333333	other
DIO1	319.04545454545456	other
HSD3B1	281.0	other
HSD3B2	413.5	other
TAF12	562.5	other
RAB42	753.5	other
LTBP2	895.0	other
GP9	132.0	other
PXYLP1	675.8095238095239	other
THOC6	87.0	other
RNF216	296.6666666666667	other
CPM	1144.3636363636363	other
TTLL13P	525.5	other
METTL7B	510.0	other
POLR2J3	385.48571428571427	other
TMEM143	364.1111111111111	other
GALNTL6	1135.0	other
TMTC3	926.8	other
RASA4	716.0	other
SLC25A36	415.6	other
NEDD1	716.5714285714286	other
FAM47E	1328.0	other
PSMD4	126.75	other
OR6C2	194.0	other
KLHDC4	286.65714285714284	other
ESR1	1795.9	tr
HLA-C	252.31944444444446	other
TEX38	64.33333333333333	other
AC233992.2	251.83333333333334	other
CLTC	628.5454545454545	other
TREML4	503.0	other
AP3S1	184.0	other
SFRP4	1546.0	other
KRTAP19-1	345.0	other
PPP2R5B	628.0	other
PRPF4B	547.3	other
SPRYD3	311.375	other
PABPN1	494.1666666666667	other
ZNF430	1517.2	other
PRMT2	520.0	other
TREML2	2149.0	other
TMEM89	82.0	other
SNAI1	829.0	other
TAGLN2	468.6666666666667	other
WDFY1	3323.0	other
CEP350	1034.857142857143	other
RNF19B	443.3333333333333	other
ADCK2	202.25	other
CAPRIN1	1115.6	other
RIOK3	425.14285714285717	other
IRX2	586.6666666666666	other
MPV17L	987.3333333333334	other
CABIN1	430.8	other
MAP4K3	342.0769230769231	other
APCS	156.0	other
RECK	1405.0	other
DYNAP	940.0	other
NRM	612.25	other
CCDC115	635.0	other
FAM163A	2008.0	other
CCL25	325.75	other
OR10A6	3125.0	other
TDRD5	325.25	other
CYB5R4	3876.5	other
BRAF	359.59183673469386	other
SLC39A7	625.0	other
TIFAB	5235.0	other
SELENOP	558.25	other
KIR2DS1	369.77777777777777	other
ZNF646	1653.5	other
CHD4	228.66666666666666	tr
RACK1	108.56756756756756	other
OR5M11	77.0	other
APOE	142.0	other
CALY	525.0	other
SOAT1	5036.0	other
SOCS3	1639.0	other
FAM171B	1089.3333333333333	other
SULT1A2	112.83333333333333	other
ZNF652	2263.25	other
TGIF2LY	238.0	other
PCDHA2	988.3333333333334	other
TMEM160	79.0	other
SPATA2	2225.5	other
ATP6V0E1	382.3333333333333	other
FOXP3	895.0	other
MMADHC	323.0	other
NOP58	102.66666666666667	other
ITGAV	1921.25	other
PITPNB	874.8571428571429	other
RTN1	679.25	other
FKBP6	203.0	other
FAM71E1	95.33333333333333	other
PRSS1	100.0	other
HCRTR2	151.0	other
TIMM44	162.1578947368421	other
SGF29	102.5	tr
PPP4R3B	1893.6666666666667	other
COPB1	295.0	other
GTF2H2	245.82539682539684	other
CT47A8	85.0	other
PSMB10	89.0	other
SDCBP	774.125	other
SLC46A2	393.25	other
POLD4	516.3333333333334	other
AP003419.1	422.0	other
ATP6V0E2	543.4705882352941	other
MBD2	604.375	tr
OSBP2	1030.6363636363637	other
MAIP1	222.66666666666666	other
KRT79	412.0	other
KRT34	398.5	other
PTS	204.25	other
ZDHHC20	1230.6	other
GRHL3	202.0625	other
SGSH	442.3636363636364	other
GMNN	295.6666666666667	other
AC008763.2	81.625	other
SPDEF	471.0	other
SLC2A11	272.5090909090909	other
ZBTB6	2741.0	other
HSPD1	269.8	other
RAD51AP2	219.0	other
AP000350.4	157.0	other
MAP2K1	1211.5	other
KLF6	2746.6666666666665	tr
GPER1	583.8333333333334	other
RPA1	2642.0	other
STXBP2	94.52173913043478	other
TIPIN	385.2	other
KRT2	460.0	other
ZMYM3	860.1428571428571	other
BCL2L14	476.77777777777777	other
DRD2	859.8	other
ACOT6	36.0	other
OR2Y1	80.0	other
ZNF443	314.6666666666667	other
RAG2	640.0	other
PRPSAP1	1331.0	other
ITPRIPL2	3591.0	other
CREBZF	624.1428571428571	other
AMPD3	299.0833333333333	other
SCN4B	1857.0	other
CENPC	320.76190476190476	other
KCNU1	173.5	other
AMT	361.6363636363636	other
CACNG6	476.5	other
C6orf62	657.5	other
AL049629.2	158.57142857142858	other
CYP3A5	193.25	other
TAP1	366.44444444444446	other
TRAF6	1737.0	other
FAM120A	918.5	other
MOGAT1	39.0	other
ZNF77	270.0	other
FREM1	313.1875	other
CACNG8	7365.0	other
SLURP2	187.0	other
CPS1	1121.0	other
PSMB9	67.0	other
IMPAD1	1285.8	other
FARSB	1334.0	other
ACOT2	254.0	other
SH2D4A	756.3333333333334	other
LYNX1	2727.0	other
SCN9A	964.3	other
BATF	179.0	tr
VAMP3	973.0	other
NCDN	934.0	other
CA2	147.8	other
PSMB8	241.04166666666666	other
NLN	2281.1666666666665	other
CER1	365.0	other
CD59	969.8	other
CDH12	664.3333333333334	other
CCDC169	692.1111111111111	other
AFTPH	525.8333333333334	other
PIPOX	914.0	other
GK	243.95348837209303	other
TRIM23	344.1111111111111	other
RRBP1	356.77777777777777	other
AFAP1	3072.8	other
KIAA1549L	3303.0	other
ZNF514	1161.0	other
FLT4	199.2	other
SP140	436.8	other
TMEM150C	1134.0	other
SPAM1	135.0	other
PSAPL1	3019.0	other
ADGB	208.33333333333334	other
CPN1	233.0	other
SLC9B2	283.25	other
HS6ST2	1229.0	other
TNS3	1601.0	other
RPH3AL	714.8181818181819	other
C8orf86	1317.5	other
ZNF658	385.0	other
GPI	299.0769230769231	other
SMARCB1	414.8333333333333	tr
HTR7	1256.25	other
RIPK1	1846.0	other
TRIM74	396.0	other
NFKBIE	453.5	other
DNAJC27	1128.25	other
AC012314.5	70.0	other
AC243734.1	457.0	other
AC243948.1	3423.0	other
ZFP42	1305.6666666666667	other
PLPPR5	2462.5	other
C12orf73	283.6470588235294	other
GCN1	645.0	other
GPATCH3	417.5	other
STAB2	171.5	other
LENEP	262.3333333333333	other
GPR171	594.0	other
PROX2	2179.0	other
YLPM1	745.1111111111111	other
LRRC10	1440.0	other
TDRD10	512.5	other
SEC22C	508.1578947368421	other
